source_id,longitude,latitude,periode,saison,debut,fin,ndwi_moyen,ndvi_moyen
1,-1.1034904943463397,12.516047190153204,2020-S1,seche,2020-01-01,2020-06-30,0.22571676701747007,-0.32819735313241893
1,-1.1035803261074164,12.51703533887873,2020-S1,seche,2020-01-01,2020-06-30,0.22540864405793729,-0.3315484756199592
1,-1.1035803252496823,12.517574328048122,2020-S1,seche,2020-01-01,2020-06-30,0.21519457601931832,-0.32300707704633463
1,-1.1037599896132624,12.504548754451516,2020-S1,seche,2020-01-01,2020-06-30,0.23112791206678607,-0.3363590866182742
1,-1.1037599906766489,12.515328538765413,2020-S1,seche,2020-01-01,2020-06-30,0.23221340860221734,-0.32848820033165854
1,-1.103849820483322,12.514430223365762,2020-S1,seche,2020-01-01,2020-06-30,0.2266444854636958,-0.32977175970873707
1,-1.1039396519632354,12.51487938127791,2020-S1,seche,2020-01-01,2020-06-30,0.2302252286878315,-0.32830264614146293
1,-1.1039396525735576,12.515777695019235,2020-S1,seche,2020-01-01,2020-06-30,0.22586626492061654,-0.328102997384832
1,-1.1039396516470685,12.516137022164662,2020-S1,seche,2020-01-01,2020-06-30,0.22698622675278185,-0.33482875221801867
1,-1.1041193169657633,12.50427926010907,2020-S1,seche,2020-01-01,2020-06-30,0.23105882352941176,-0.3399313270046455
1,-1.104119315447323,12.514160728586157,2020-S1,seche,2020-01-01,2020-06-30,0.22882339289858436,-0.33192601527945315
1,-1.104209148020567,12.517574327743787,2020-S1,seche,2020-01-01,2020-06-30,0.2167470947427681,-0.3236156775908646
1,-1.1042989790872302,12.514609885387914,2020-S1,seche,2020-01-01,2020-06-30,0.22875805360766027,-0.3294731418279223
1,-1.1042989797031955,12.516496347957293,2020-S1,seche,2020-01-01,2020-06-30,0.21972257838908965,-0.328922305764411
1,-1.104298978605195,12.5179336531783,2020-S1,seche,2020-01-01,2020-06-30,0.21019698725376593,-0.3164861612515042
1,-1.1059236480753278,12.515424786179036,2020-S1,seche,2020-01-01,2020-06-30,0.2193827155192604,-0.32698874634665437
1,-1.0952804095373214,12.49662813936818,2020-S1,seche,2020-01-01,2020-06-30,0.2528648055197087,-0.3512604511765302
1,-1.1051972962768126,12.517574327592921,2020-S1,seche,2020-01-01,2020-06-30,0.21041013128848612,-0.3190835615523345
1,-1.1060105057121044,12.516997513633862,2020-S1,seche,2020-01-01,2020-06-30,0.21508078455457036,-0.3239223617303299
1,-1.1064549356905609,12.513801402377322,2020-S1,seche,2020-01-01,2020-06-30,0.2144606030728782,-0.32029650413285815
1,-1.106814262901016,12.513621737503053,2020-S1,seche,2020-01-01,2020-06-30,0.22259710780491188,-0.32302417050458865
1,-1.1068142616905745,12.51649634930329,2020-S1,seche,2020-01-01,2020-06-30,0.2131071881850698,-0.3200398803589232
1,-1.1068142627743742,12.51685567567926,2020-S1,seche,2020-01-01,2020-06-30,0.21430240710446366,-0.32530604053782863
1,-1.1078922412586596,12.517753988595498,2020-S1,seche,2020-01-01,2020-06-30,0.21109826589595376,-0.3169169169169169
1,-1.108071900765771,12.501045326063812,2020-S1,seche,2020-01-01,2020-06-30,0.20625291647223518,-0.3117539955492616
1,-1.1081617333864677,12.514699716605818,2020-S1,seche,2020-01-01,2020-06-30,0.21543643599153622,-0.31999569765653313
1,-1.1080719013292648,12.515328538456114,2020-S1,seche,2020-01-01,2020-06-30,0.21942324283164827,-0.3208168054816718
1,-1.1080719002591009,12.517394663209167,2020-S1,seche,2020-01-01,2020-06-30,0.21053847931592326,-0.3193863319386332
1,-1.108251566097525,12.51667600959774,2020-S1,seche,2020-01-01,2020-06-30,0.2113630239809077,-0.321049840933192
1,-1.1082515666164532,12.518203147722478,2020-S1,seche,2020-01-01,2020-06-30,0.20547819295497144,-0.31478045335200877
1,-1.1084312304566974,12.515418371069018,2020-S1,seche,2020-01-01,2020-06-30,0.21918966710232948,-0.3236998068855297
1,-1.1084312305428043,12.515777695213409,2020-S1,seche,2020-01-01,2020-06-30,0.21925874610322132,-0.325351691110446
1,-1.1084312296328238,12.516137022877356,2020-S1,seche,2020-01-01,2020-06-30,0.21559316841540938,-0.32147470933121336
1,-1.10861089122747,12.512723423178823,2020-S1,seche,2020-01-01,2020-06-30,0.21273370389085397,-0.3227960643300273
1,-1.1087905544633379,12.515687863624693,2020-S1,seche,2020-01-01,2020-06-30,0.21957826037319936,-0.32492004504835303
1,-1.108970218157029,12.514879381206558,2020-S1,seche,2020-01-01,2020-06-30,0.21530434782608696,-0.32455089820359284
1,-1.1179533710136813,12.52278455443077,2020-S1,seche,2020-01-01,2020-06-30,0.2041145398943564,-0.3041660590151184
1,-1.1197500003935472,12.52943208803823,2020-S1,seche,2020-01-01,2020-06-30,0.20226055919095776,-0.2976759410801964
1,-1.120468653000286,12.524581185112357,2020-S1,seche,2020-01-01,2020-06-30,0.2116519311307585,-0.3058655784453513
1,-1.1240619148420394,12.522245567456483,2020-S1,seche,2020-01-01,2020-06-30,0.19160583941605838,-0.2928970470869912
1,-1.1215609964199713,12.525057731270497,2020-S1,seche,2020-01-01,2020-06-30,0.2110330723138062,-0.3097339466580844
1,-1.1386357594366283,12.488289248779006,2020-S1,seche,2020-01-01,2020-06-30,0.026266614649598775,-0.06667006521221937
1,-1.1613298957352787,12.48086190010015,2020-S1,seche,2020-01-01,2020-06-30,-0.07535343892044566,-0.03457731575013885
1,-1.2103324895168066,12.615976884281514,2020-S1,seche,2020-01-01,2020-06-30,0.16482815899787856,-0.23226018343835636
1,-1.2118273183660517,12.615041534916074,2020-S1,seche,2020-01-01,2020-06-30,0.1404231595646225,-0.20613424450348222
1,-1.2196893270491231,12.158789535730673,2020-S1,seche,2020-01-01,2020-06-30,-0.020176662870748808,-0.05695356964210887
1,-1.2206308081089667,12.159505853088383,2020-S1,seche,2020-01-01,2020-06-30,-0.023602955699578942,-0.05286039092878372
1,-1.2341953679479958,12.09159321812497,2020-S1,seche,2020-01-01,2020-06-30,0.03018968741651082,-0.09476309226932668
1,-1.234609591679788,12.092476562029656,2020-S1,seche,2020-01-01,2020-06-30,0.024093942539727152,-0.08586291311825033
1,-1.2414455213321771,12.37754287809319,2020-S1,seche,2020-01-01,2020-06-30,-0.0770453096954191,0.0697639551875695
1,-1.2492870649586534,12.1983130753877,2020-S1,seche,2020-01-01,2020-06-30,-0.05411219592917425,-0.026886648334860985
1,-1.2796501214630207,12.604231807470335,2020-S1,seche,2020-01-01,2020-06-30,-0.2505121411089643,0.09808164968223028
1,-1.2807150002238452,12.041391387457784,2020-S1,seche,2020-01-01,2020-06-30,0.2058778020548711,-0.24164561100246498
1,-1.2873756333267863,12.465472043420156,2020-S1,seche,2020-01-01,2020-06-30,-0.3944768747193534,0.22698538127222442
1,-1.2888129395814194,12.221309948380593,2020-S1,seche,2020-01-01,2020-06-30,0.015669246743439683,-0.03765227021040975
1,-1.3016588471660469,12.549374686860226,2020-S1,seche,2020-01-01,2020-06-30,0.0007560118063354646,0.05457034750572538
1,-1.3028266571163172,12.214123423624384,2020-S1,seche,2020-01-01,2020-06-30,-0.49651519375522724,0.4875987252320909
1,-1.3038148037714163,12.499787683894233,2020-S1,seche,2020-01-01,2020-06-30,0.11145215469175945,-0.18606418963698154
1,-1.3084717424455339,12.216729762131727,2020-S1,seche,2020-01-01,2020-06-30,0.04211978891518813,-0.035958142384945206
1,-1.3060889598321304,12.703667429539616,2020-S1,seche,2020-01-01,2020-06-30,-0.2148770083009797,0.07831996828073166
1,-1.313833619642546,12.468643611568409,2020-S1,seche,2020-01-01,2020-06-30,-0.1643921651874838,0.05959804034513337
1,-1.3138759342606068,12.147737924169673,2020-S1,seche,2020-01-01,2020-06-30,-0.14720314233760512,0.054068232082233283
1,-1.3144149239768896,12.148097249765083,2020-S1,seche,2020-01-01,2020-06-30,-0.13856236064094088,0.05823505024593065
1,-1.3148640825319333,12.148187084446008,2020-S1,seche,2020-01-01,2020-06-30,-0.1808747220163084,0.07817258883248732
1,-1.3170200378211259,12.497601783571465,2020-S1,seche,2020-01-01,2020-06-30,-0.16268142033952038,0.06830039841319173
1,-1.317618913884142,12.497751502996891,2020-S1,seche,2020-01-01,2020-06-30,-0.22851496114811728,0.0955044356052664
1,-1.3182776817067314,12.68025922393991,2020-S1,seche,2020-01-01,2020-06-30,-0.020921014707512956,-0.06435695977843495
1,-1.3225895933451584,12.21753702304723,2020-S1,seche,2020-01-01,2020-06-30,-0.24857759466352758,0.21962437715599847
1,-1.324952006267278,12.128750376398449,2020-S1,seche,2020-01-01,2020-06-30,-0.005854728982177892,-0.08958087403707647
1,-1.3259133597009451,12.21547089721347,2020-S1,seche,2020-01-01,2020-06-30,-0.12332877113689997,0.14609517831936536
1,-1.3263625174361169,12.214183311584243,2020-S1,seche,2020-01-01,2020-06-30,-0.18893324179390714,0.15263487511648885
1,-1.3270811693174764,12.214303087525236,2020-S1,seche,2020-01-01,2020-06-30,-0.29006882989183874,0.25250596658711216
1,-1.330427257358201,12.30442158912369,2020-S1,seche,2020-01-01,2020-06-30,-0.0330732869376386,-0.04080353447446756
1,-1.3289534446095812,12.213719970542659,2020-S1,seche,2020-01-01,2020-06-30,-0.1434677852433313,0.14429876961624694
1,-1.3308540960792719,12.214303086757297,2020-S1,seche,2020-01-01,2020-06-30,-0.2195845697329377,0.21777777777777776
1,-1.3319096136287643,12.214752243383332,2020-S1,seche,2020-01-01,2020-06-30,-0.2191699904747426,0.21847837879985096
1,-1.3332667119037223,12.215509395580208,2020-S1,seche,2020-01-01,2020-06-30,-0.12903408080052936,0.16950088739571362
1,-1.3358726006179549,12.211244785733738,2020-S1,seche,2020-01-01,2020-06-30,-0.0846211352088798,0.06862087004740786
1,-1.3365134800821359,12.214572581273057,2020-S1,seche,2020-01-01,2020-06-30,0.026782761900527637,0.010654296501995767
1,-1.3369738665919548,12.211883249265332,2020-S1,seche,2020-01-01,2020-06-30,-0.25063240746141385,0.23703044245890703
1,-1.3454336974486063,12.174799587812464,2020-S1,seche,2020-01-01,2020-06-30,-0.14985214012498005,0.043608352620988194
1,-1.3482814105393934,12.165794061664478,2020-S1,seche,2020-01-01,2020-06-30,-0.330933633295838,0.22866043613707165
1,-1.3497187132739115,12.231550740935702,2020-S1,seche,2020-01-01,2020-06-30,-0.07139659803043867,-0.022762070021435134
1,-1.3498983785789076,12.17441788804624,2020-S1,seche,2020-01-01,2020-06-30,-0.33923941227312016,0.19261112180103906
1,-1.350048096559662,12.203044201621797,2020-S1,seche,2020-01-01,2020-06-30,0.1994625931432706,-0.21805861736737844
1,-1.3500780388244469,12.225981185575915,2020-S1,seche,2020-01-01,2020-06-30,0.15212527964205816,-0.1270154656136887
1,-1.3540306281804682,12.234515179683983,2020-S1,seche,2020-01-01,2020-06-30,0.02745097569476089,-0.08674187633187685
1,-1.3547819458569748,12.234278352793691,2020-S1,seche,2020-01-01,2020-06-30,0.023549312371904288,-0.0707676934816427
1,-1.3556475934505552,12.234425348154884,2020-S1,seche,2020-01-01,2020-06-30,-0.1499930235802986,0.07724480460070579
1,-1.3529860033970182,12.22934779386732,2020-S1,seche,2020-01-01,2020-06-30,0.21928789260564754,-0.2759256178043667
1,-1.3646864480546252,12.115326702292078,2020-S1,seche,2020-01-01,2020-06-30,0.1327449182855625,-0.19747513872433445
1,-1.364532923547198,12.20261709020805,2020-S1,seche,2020-01-01,2020-06-30,0.2666900833261103,-0.2102246548173543
1,-1.370579995684672,12.350965587075152,2020-S1,seche,2020-01-01,2020-06-30,-0.2266459634207363,0.084395820800031
1,-1.3706494608991107,12.34958936707333,2020-S1,seche,2020-01-01,2020-06-30,-0.21926305540911395,0.07151823565043858
1,-1.371547776034114,12.454347902623212,2020-S1,seche,2020-01-01,2020-06-30,-0.24839695621388977,0.16891757491319595
1,-1.3721765958674053,12.451368490796588,2020-S1,seche,2020-01-01,2020-06-30,-0.21434483344406283,0.10107833049096578
1,-1.3726000886194365,12.453550112714531,2020-S1,seche,2020-01-01,2020-06-30,-0.21650691279709197,0.13259945403371348
1,-1.3746132772254935,12.202366722839749,2020-S1,seche,2020-01-01,2020-06-30,0.21890308627914862,-0.1744315347480383
1,-1.3764779419260083,12.198883768472028,2020-S1,seche,2020-01-01,2020-06-30,0.20978493502208223,-0.1831071196511382
1,-1.3767580044633536,12.203792797692197,2020-S1,seche,2020-01-01,2020-06-30,0.17183769134988647,-0.1395801991263429
1,-1.3772071623249367,12.198672400058843,2020-S1,seche,2020-01-01,2020-06-30,0.12327586206896551,-0.09880372175454143
1,-1.377397394078151,12.264365668785146,2020-S1,seche,2020-01-01,2020-06-30,-0.15839511587934743,0.03520609540817036
1,-1.3791834552758606,12.203433471277906,2020-S1,seche,2020-01-01,2020-06-30,0.18938985198691116,-0.14101959157725674
1,-1.3795427835725196,12.198672399278271,2020-S1,seche,2020-01-01,2020-06-30,0.20859149111937217,-0.16185476815398075
1,-1.3801536360430906,12.198528669985443,2020-S1,seche,2020-01-01,2020-06-30,0.21511001649588998,-0.17758245977167433
1,-1.3808280637174033,12.427742797954542,2020-S1,seche,2020-01-01,2020-06-30,-0.18439587134499646,0.011813230553980666
1,-1.3823275578301146,12.561232447564509,2020-S1,seche,2020-01-01,2020-06-30,-0.2360803144606979,0.15517303344574168
1,-1.3847729724802345,12.299962439940083,2020-S1,seche,2020-01-01,2020-06-30,-0.1596363841446248,0.07728840168902538
1,-1.3850282541937478,12.560961704670929,2020-S1,seche,2020-01-01,2020-06-30,-0.2657036392950533,0.17063263513487803
1,-1.3899632396049124,12.199930039776644,2020-S1,seche,2020-01-01,2020-06-30,0.10235640648011782,-0.08961911874533234
1,-1.3979650324775161,12.237732922610974,2020-S1,seche,2020-01-01,2020-06-30,0.2638323860183418,-0.21003509178470836
1,-1.410111697957624,12.190760958938549,2020-S1,seche,2020-01-01,2020-06-30,0.17701591768338337,-0.17460950548549817
1,-1.4099399398632793,12.341904826764333,2020-S1,seche,2020-01-01,2020-06-30,0.10377465571658198,-0.13408042581709578
1,-1.4095465108357597,12.349230040199194,2020-S1,seche,2020-01-01,2020-06-30,-0.23314641744548287,0.18557565592428418
1,-1.4098160075983093,12.347074084499434,2020-S1,seche,2020-01-01,2020-06-30,-0.24097370376367858,0.11175523198064818
1,-1.4097261760968784,12.348152064100828,2020-S1,seche,2020-01-01,2020-06-30,-0.13809385108774488,0.06947701108077171
1,-1.4104448274375758,12.48810958695964,2020-S1,seche,2020-01-01,2020-06-30,-0.00242341295805716,-0.018987368616379712
1,-1.4206984541772771,12.143967878049715,2020-S1,seche,2020-01-01,2020-06-30,-0.1769350891952136,0.08567879578645418
1,-1.4179457608699615,12.363625544476815,2020-S1,seche,2020-01-01,2020-06-30,-0.15075186172955143,0.060182241499978806
1,-1.4190686533935948,12.333868851434588,2020-S1,seche,2020-01-01,2020-06-30,-0.25120623797239183,0.10928819338283097
1,-1.4201466337054363,12.542457659522194,2020-S1,seche,2020-01-01,2020-06-30,0.007271092026669744,0.030784005953446787
1,-1.420416127228511,12.5419186706758,2020-S1,seche,2020-01-01,2020-06-30,-0.01460571035234394,0.060820501219680405
1,-1.4219294429654286,12.553382555881402,2020-S1,seche,2020-01-01,2020-06-30,0.1343091574504496,-0.08416853392701469
1,-1.4233805673252715,12.553506938553332,2020-S1,seche,2020-01-01,2020-06-30,0.10851784271365895,-0.13244334679528255
1,-1.4258958498024958,12.492780824373298,2020-S1,seche,2020-01-01,2020-06-30,-0.04899354348651728,0.07429015947102295
1,-1.4264348400531548,12.13686831008752,2020-S1,seche,2020-01-01,2020-06-30,-0.21186623516720604,0.11238736508565204
1,-1.4307513606823155,11.927813296887518,2020-S1,seche,2020-01-01,2020-06-30,-0.1956248014339128,0.09139072650871664
1,-1.4298484372531857,11.930435456924553,2020-S1,seche,2020-01-01,2020-06-30,-0.1999604430379747,0.09562076749435666
1,-1.4464572890126965,12.286674027787484,2020-S1,seche,2020-01-01,2020-06-30,-0.2022910912673159,0.06318894430365386
1,-1.446816615116256,12.28552950667812,2020-S1,seche,2020-01-01,2020-06-30,-0.18836117634409466,0.0557485792839687
1,-1.4491894132807135,12.341382979819702,2020-S1,seche,2020-01-01,2020-06-30,0.128140237385225,-0.17646796919623733
1,-1.4510486786023025,12.340246889250967,2020-S1,seche,2020-01-01,2020-06-30,-0.46940761464542025,0.4087463556851312
1,-1.4551552624717126,12.361190468903875,2020-S1,seche,2020-01-01,2020-06-30,-0.011510692376887477,-0.03303761404816847
1,-1.4623724145378298,12.49057245736507,2020-S1,seche,2020-01-01,2020-06-30,0.13975830127743552,-0.16120733503885445
1,-1.4595826740480848,12.347613074056799,2020-S1,seche,2020-01-01,2020-06-30,-0.2554284570691644,0.07556986256306225
1,-1.4602564097199249,12.34783765467525,2020-S1,seche,2020-01-01,2020-06-30,-0.2754532002935132,0.09684507572017383
1,-1.4681166703045636,12.565364700379531,2020-S1,seche,2020-01-01,2020-06-30,-0.0711849957374254,0.07004470938897168
1,-1.4685358817847824,12.564885600027019,2020-S1,seche,2020-01-01,2020-06-30,0.048260542672427596,-0.020854997288481777
1,-1.4716799864229224,12.486178207446107,2020-S1,seche,2020-01-01,2020-06-30,-0.030906424947131486,-0.024375490604079453
1,-1.471170941185348,12.565185035243374,2020-S1,seche,2020-01-01,2020-06-30,0.17532338308457712,-0.12184784912057639
1,-1.4254187036117287,12.518784094278011,2020-S1,seche,2020-01-01,2020-06-30,0.26955921634365787,-0.17656781125215046
1,-1.4739736839181385,12.566119284610675,2020-S1,seche,2020-01-01,2020-06-30,0.12576176667531708,-0.09337124929288015
1,-1.4738658883512348,12.5486560351543,2020-S1,seche,2020-01-01,2020-06-30,-0.013098729227761487,0.0052376333656644035
1,-1.475220454909838,12.546514259769259,2020-S1,seche,2020-01-01,2020-06-30,-0.10156027338867078,0.07313948019947052
1,-1.474898948411452,12.483528177059092,2020-S1,seche,2020-01-01,2020-06-30,-0.10059518923381111,0.04024379583097398
1,-1.4749438637923116,12.569856275096445,2020-S1,seche,2020-01-01,2020-06-30,0.06903276131045241,-0.04117292629041976
1,-1.4762015067640806,12.581354711764483,2020-S1,seche,2020-01-01,2020-06-30,0.021458951132435095,-0.13899412727046878
1,-1.4763811700827258,12.57021560311502,2020-S1,seche,2020-01-01,2020-06-30,0.10419485791610285,-0.08019055180627233
1,-1.4783574622242228,12.542906818202702,2020-S1,seche,2020-01-01,2020-06-30,-0.18813588549749957,0.14413816007970773
1,-1.4793327749251348,11.977096518588079,2020-S1,seche,2020-01-01,2020-06-30,0.12081460006607343,-0.18839290535130648
1,-1.479255776519362,12.712149416946174,2020-S1,seche,2020-01-01,2020-06-30,-0.05005775895263766,0.0020209443321697594
1,-1.484376176764232,12.570574928564351,2020-S1,seche,2020-01-01,2020-06-30,-0.033329402558261466,0.034870412043144255
1,-1.4848253330413888,12.57075459179979,2020-S1,seche,2020-01-01,2020-06-30,-0.040137614678899085,0.028150387303986397
1,-1.4853643223053865,12.570934254546582,2020-S1,seche,2020-01-01,2020-06-30,-0.07018867924528302,0.040543019629425796
1,-1.487879604745963,12.575785157677922,2020-S1,seche,2020-01-01,2020-06-30,-0.06997455470737914,0.042131350681536554
1,-1.4885084261166284,12.574886844066391,2020-S1,seche,2020-01-01,2020-06-30,-0.23439368359504634,0.1742761394920491
1,-1.4889396167092006,12.57704279851742,2020-S1,seche,2020-01-01,2020-06-30,-0.025228112815898728,-0.023590553370478315
1,-1.4918321919982567,12.579198752866533,2020-S1,seche,2020-01-01,2020-06-30,0.03879430644711136,-0.06336687516997552
1,-1.5085368074940029,12.38874396784703,2020-S1,seche,2020-01-01,2020-06-30,0.267610687143038,-0.25221460358346603
1,-1.507103554931892,12.666065842639435,2020-S1,seche,2020-01-01,2020-06-30,-0.11387267792147701,0.03853926996897591
1,-1.5153740997580982,12.521957999952539,2020-S1,seche,2020-01-01,2020-06-30,-0.04123648597949598,-0.01594165766691363
1,-1.5181977469098744,12.447281154794904,2020-S1,seche,2020-01-01,2020-06-30,-0.2336646416930792,0.04945281947053287
1,-1.5197073064996884,12.388326285254301,2020-S1,seche,2020-01-01,2020-06-30,0.05232691702080801,-0.04679497167315831
1,-1.5209376055970687,12.389115238934696,2020-S1,seche,2020-01-01,2020-06-30,0.03967965052784856,-0.036523009495982466
1,-1.5274009152565153,12.130118163119086,2020-S1,seche,2020-01-01,2020-06-30,-0.1264797026833575,0.02621324803683714
1,-1.5257885084311604,12.51919129256521,2020-S1,seche,2020-01-01,2020-06-30,-0.23658613115782867,0.1687425860023725
1,-1.5283037928784926,12.519191293423978,2020-S1,seche,2020-01-01,2020-06-30,-0.2653061224489796,0.2031534263189812
1,-1.5284834546651525,12.518831969545094,2020-S1,seche,2020-01-01,2020-06-30,-0.17130044843049327,0.12489233419465978
1,-1.5289326134561367,12.519011630369413,2020-S1,seche,2020-01-01,2020-06-30,-0.16657696121082133,0.11581059037217858
1,-1.539083575855333,12.238916924510978,2020-S1,seche,2020-01-01,2020-06-30,0.18194740582800284,-0.1900070372976777
1,-1.5405208821816359,12.3883965900636,2020-S1,seche,2020-01-01,2020-06-30,-0.5253701308035073,0.5166499928540803
1,-1.5412681163460846,12.23878285839742,2020-S1,seche,2020-01-01,2020-06-30,0.19623232610954391,-0.19961230334213365
1,-1.5421378471830092,12.456848214010778,2020-S1,seche,2020-01-01,2020-06-30,-0.2269180754226268,0.08802613876609648
