ville,province,longitude,latitude,periode,saison,debut,fin,ndwi_moyen,ndvi_moyen
Kadiogo,Centre,-1.4189075947220224,12.312731953406667,2023-S1,seche,2023-01-01,2023-06-30,-0.3596674334314245,0.18497643965141583
Boulgou,Centre-est,-0.45761713244389585,11.503793323148528,2023-S1,seche,2023-01-01,2023-06-30,-0.3457181794608873,0.186363204880336
Koulpelogo,Centre-est,0.15035667022296972,11.463301970345205,2023-S1,seche,2023-01-01,2023-06-30,-0.35248483955572263,0.18945115779569188
Kouritenga,Centre-est,-0.329596707027452,12.276621177276377,2023-S1,seche,2023-01-01,2023-06-30,-0.34036382087998995,0.17130690322541792
Bam,Centre-nord,-1.6136483749809556,13.351495353793153,2023-S1,seche,2023-01-01,2023-06-30,-0.3656224298883295,0.16599431960429448
Namentenga,Centre-nord,-0.49062813376172576,13.108749399980104,2023-S1,seche,2023-01-01,2023-06-30,-0.35306628671894186,0.16322911626034972
Sanmatenga,Centre-nord,-1.0261364414418561,13.177157572778016,2023-S1,seche,2023-01-01,2023-06-30,-0.36924391780134724,0.17769190059289064
Boulkiemde,Centre-ouest,-2.116690600453765,12.33281653730948,2023-S1,seche,2023-01-01,2023-06-30,-0.3621258289152634,0.18981558984861405
Sanguie,Centre-ouest,-2.635215140603591,12.172899114173353,2023-S1,seche,2023-01-01,2023-06-30,-0.3691081146775147,0.2019690591757124
Sissili,Centre-ouest,,,2023-S1,seche,2023-01-01,2023-06-30,-0.3862559689202555,0.23590284271254866
Ziro,Centre-ouest,-1.789604030127707,11.649300172172008,2023-S1,seche,2023-01-01,2023-06-30,-0.3874935324648219,0.2322470413923636
Bazega,Centre-sud,-1.3940711729379671,11.929600821086295,2023-S1,seche,2023-01-01,2023-06-30,-0.377120803699045,0.21478110787151244
Nahouri,Centre-sud,-1.118376246474603,11.237983342109658,2023-S1,seche,2023-01-01,2023-06-30,-0.38273932043552095,0.23369393719576273
Zoundweogo,Centre-sud,-0.9524086225312375,11.512264459231611,2023-S1,seche,2023-01-01,2023-06-30,-0.35203362117910675,0.1971344848753214
Gnagna,Est,0.0026416748949775752,12.824833131507228,2023-S1,seche,2023-01-01,2023-06-30,-0.3463169670186218,0.16177655528473264
Gourma,Est,0.7255385800830758,12.08832466971129,2023-S1,seche,2023-01-01,2023-06-30,-0.36173592195600895,0.20372460368738274
Komonjdjari,Est,0.7608477539361953,12.809542881354007,2023-S1,seche,2023-01-01,2023-06-30,-0.3780582788478768,0.19949406143675172
Kompienga,Est,0.9531615582011995,11.510423496811697,2023-S1,seche,2023-01-01,2023-06-30,-0.3399596229839578,0.19822852969043678
Tapoa,Est,1.5492337787755717,11.96131520670831,2023-S1,seche,2023-01-01,2023-06-30,-0.3648202002027665,0.20973496664780467
Houet,Hauts-bassins,-4.221145170181834,11.202386321354012,2023-S1,seche,2023-01-01,2023-06-30,-0.4217719388275149,0.2691198109062668
Kenedougou,Hauts-bassins,-4.965576301319494,11.296531382937543,2023-S1,seche,2023-01-01,2023-06-30,-0.4315544035638776,0.29520978758982336
Tuy,Hauts-bassins,-3.4868081489839233,11.445565134928092,2023-S1,seche,2023-01-01,2023-06-30,-0.39272743283878075,0.23824211853547675
Loroum,Nord,,,2023-S1,seche,2023-01-01,2023-06-30,-0.35873138047593434,0.16121801865258997
Passore,Nord,-2.036090048762283,12.936109131116737,2023-S1,seche,2023-01-01,2023-06-30,-0.37486348057829594,0.1879252115338012
Yatenga,Nord,-2.165094455721045,13.419502213575823,2023-S1,seche,2023-01-01,2023-06-30,-0.3561039085610915,0.15911909571482938
Zondoma,Nord,-2.3286174410994804,13.233872775120712,2023-S1,seche,2023-01-01,2023-06-30,-0.3720456390287941,0.18440662652487974
Ganzourgou,Plateau Central,-0.7710693074914546,12.252526698630486,2023-S1,seche,2023-01-01,2023-06-30,-0.34315882686585986,0.17278732535384725
Kourweogo,Plateau Central,-1.8270570788510443,12.606700740090822,2023-S1,seche,2023-01-01,2023-06-30,-0.371367095262004,0.18986814713825972
Oubritenga,Plateau Central,-1.2233872493372404,12.586743762609045,2023-S1,seche,2023-01-01,2023-06-30,-0.35437393282477286,0.17287172108380197
Oudalan,Sahel,-0.3802665417708192,14.517974872719556,2023-S1,seche,2023-01-01,2023-06-30,-0.33618093271511496,0.13704117698723847
Seno,Sahel,-0.09718325099593567,13.955369700855359,2023-S1,seche,2023-01-01,2023-06-30,-0.33670674464894434,0.14636572206240103
Soum,Sahel,-1.0646621306595794,14.203338215374734,2023-S1,seche,2023-01-01,2023-06-30,-0.33405792707726484,0.13666547148200153
Yagha,Sahel,,,2023-S1,seche,2023-01-01,2023-06-30,-0.35549964667490075,0.16106321611768923
Bougouriba,Sud-ouest,-3.428077245206912,10.918747017094596,2023-S1,seche,2023-01-01,2023-06-30,-0.43030454371344823,0.29187386958203104
Ioba,Sud-ouest,-3.1421447400791003,11.091737806560419,2023-S1,seche,2023-01-01,2023-06-30,-0.38812526610841264,0.2352113080034625
Noumbiel,Sud-ouest,-3.033268067271032,9.997999928839187,2023-S1,seche,2023-01-01,2023-06-30,-0.4380348515997592,0.3164582827801151
Poni,Sud-ouest,-3.3218811418647745,10.264138935730738,2023-S1,seche,2023-01-01,2023-06-30,-0.44599230734495,0.3223631894469927
Banwa,Boucle Du Mouhoun,,,2023-S2,pluies,2023-07-01,2023-12-31,-0.48734840938960833,0.38369805442979166
Kossi,Boucle Du Mouhoun,-3.822956261825886,12.812686525228674,2023-S2,pluies,2023-07-01,2023-12-31,-0.47502295460440913,0.3787940214943727
Bale,Boucle Du Mouhoun,-3.1562002940694236,11.724962044865523,2023-S2,pluies,2023-07-01,2023-12-31,-0.4670624611033793,0.33445586505132296
Mouhoun,Boucle Du Mouhoun,-3.465560822558568,12.148429141055294,2023-S2,pluies,2023-07-01,2023-12-31,-0.47176956662191877,0.3432438159444402
Nayala,Boucle Du Mouhoun,-3.0944590634145883,12.657096114822512,2023-S2,pluies,2023-07-01,2023-12-31,-0.45022148844980275,0.3143297595935084
Sourou,Boucle Du Mouhoun,-3.0425338311313457,13.20277689536505,2023-S2,pluies,2023-07-01,2023-12-31,-0.4640412910042546,0.3439531327493425
Comoe,Cascades,-4.514135440850249,10.486252031591674,2023-S2,pluies,2023-07-01,2023-12-31,-0.5200539618730045,0.4871868108343874
Leraba,Cascades,-5.16214118260538,10.59270126662498,2023-S2,pluies,2023-07-01,2023-12-31,-0.5157967319147796,0.4320047399678533
Kadiogo,Centre,-1.4189075947220224,12.312731953406667,2023-S2,pluies,2023-07-01,2023-12-31,-0.4176957863245875,0.274706206414873
Boulgou,Centre-est,-0.45761713244389585,11.503793323148528,2023-S2,pluies,2023-07-01,2023-12-31,-0.4522109568558516,0.34357589672555555
Koulpelogo,Centre-est,0.15035667022296972,11.463301970345205,2023-S2,pluies,2023-07-01,2023-12-31,-0.49142618564690105,0.4115746658036161
Kouritenga,Centre-est,-0.329596707027452,12.276621177276377,2023-S2,pluies,2023-07-01,2023-12-31,-0.4050730716026299,0.25113530861838623
Bam,Centre-nord,-1.6136483749809556,13.351495353793153,2023-S2,pluies,2023-07-01,2023-12-31,-0.4460631659732256,0.28541426055304003
Namentenga,Centre-nord,-0.49062813376172576,13.108749399980104,2023-S2,pluies,2023-07-01,2023-12-31,-0.42115890699663994,0.2720637302719469
Sanmatenga,Centre-nord,-1.0261364414418561,13.177157572778016,2023-S2,pluies,2023-07-01,2023-12-31,-0.4433976738777157,0.29943644728116
Boulkiemde,Centre-ouest,-2.116690600453765,12.33281653730948,2023-S2,pluies,2023-07-01,2023-12-31,-0.43440375119707647,0.28676985674658234
Sanguie,Centre-ouest,-2.635215140603591,12.172899114173353,2023-S2,pluies,2023-07-01,2023-12-31,-0.45140939633458427,0.31519442876171255
Sissili,Centre-ouest,,,2023-S2,pluies,2023-07-01,2023-12-31,-0.48018690662099495,0.36536972674272994
Ziro,Centre-ouest,-1.789604030127707,11.649300172172008,2023-S2,pluies,2023-07-01,2023-12-31,-0.48795348446636577,0.37894422969328445
Bazega,Centre-sud,-1.3940711729379671,11.929600821086295,2023-S2,pluies,2023-07-01,2023-12-31,-0.4663658073541688,0.3420121611933127
Nahouri,Centre-sud,-1.118376246474603,11.237983342109658,2023-S2,pluies,2023-07-01,2023-12-31,-0.49912004736921417,0.4035205734908773
Zoundweogo,Centre-sud,-0.9524086225312375,11.512264459231611,2023-S2,pluies,2023-07-01,2023-12-31,-0.4700164020829462,0.36704719016206094
Gnagna,Est,0.0026416748949775752,12.824833131507228,2023-S2,pluies,2023-07-01,2023-12-31,-0.41393601786076684,0.25071529953754584
Gourma,Est,0.7255385800830758,12.08832466971129,2023-S2,pluies,2023-07-01,2023-12-31,-0.4791064096290726,0.3688337318705652
Komonjdjari,Est,0.7608477539361953,12.809542881354007,2023-S2,pluies,2023-07-01,2023-12-31,-0.46577227900379553,0.32203767357817525
Kompienga,Est,0.9531615582011995,11.510423496811697,2023-S2,pluies,2023-07-01,2023-12-31,-0.5083341054362057,0.4489153184207348
Tapoa,Est,1.5492337787755717,11.96131520670831,2023-S2,pluies,2023-07-01,2023-12-31,-0.4762427175503324,0.37086901277565576
Houet,Hauts-bassins,-4.221145170181834,11.202386321354012,2023-S2,pluies,2023-07-01,2023-12-31,-0.5174177923913089,0.43886693284333744
Kenedougou,Hauts-bassins,-4.965576301319494,11.296531382937543,2023-S2,pluies,2023-07-01,2023-12-31,-0.5312772844117002,0.45250357193501023
Tuy,Hauts-bassins,-3.4868081489839233,11.445565134928092,2023-S2,pluies,2023-07-01,2023-12-31,-0.48040431115591414,0.3729907570604536
Loroum,Nord,,,2023-S2,pluies,2023-07-01,2023-12-31,-0.4308449110042222,0.26874096595946123
Passore,Nord,-2.036090048762283,12.936109131116737,2023-S2,pluies,2023-07-01,2023-12-31,-0.4529498127621026,0.3088639496975302
Yatenga,Nord,-2.165094455721045,13.419502213575823,2023-S2,pluies,2023-07-01,2023-12-31,-0.4239306528621996,0.261161501121556
Zondoma,Nord,-2.3286174410994804,13.233872775120712,2023-S2,pluies,2023-07-01,2023-12-31,-0.45901165762481017,0.31666847363228623
Ganzourgou,Plateau Central,-0.7710693074914546,12.252526698630486,2023-S2,pluies,2023-07-01,2023-12-31,-0.41753001231202097,0.27008655247761437
Kourweogo,Plateau Central,-1.8270570788510443,12.606700740090822,2023-S2,pluies,2023-07-01,2023-12-31,-0.44844264484327173,0.2977832208639954
Oubritenga,Plateau Central,-1.2233872493372404,12.586743762609045,2023-S2,pluies,2023-07-01,2023-12-31,-0.4238257816587097,0.27190102553635415
Oudalan,Sahel,-0.3802665417708192,14.517974872719556,2023-S2,pluies,2023-07-01,2023-12-31,-0.3659100281990132,0.198593878199854
Seno,Sahel,-0.09718325099593567,13.955369700855359,2023-S2,pluies,2023-07-01,2023-12-31,-0.37494425010474874,0.2125162803699007
Soum,Sahel,-1.0646621306595794,14.203338215374734,2023-S2,pluies,2023-07-01,2023-12-31,-0.38967199481049297,0.23044538161127048
Yagha,Sahel,,,2023-S2,pluies,2023-07-01,2023-12-31,-0.4128993084289753,0.24907482744223144
Bougouriba,Sud-ouest,-3.428077245206912,10.918747017094596,2023-S2,pluies,2023-07-01,2023-12-31,-0.5127208201714619,0.44325641694236284
Ioba,Sud-ouest,-3.1421447400791003,11.091737806560419,2023-S2,pluies,2023-07-01,2023-12-31,-0.4702976821333076,0.34612598113117754
Noumbiel,Sud-ouest,-3.033268067271032,9.997999928839187,2023-S2,pluies,2023-07-01,2023-12-31,-0.5098964888036713,0.45089612944775237
Poni,Sud-ouest,-3.3218811418647745,10.264138935730738,2023-S2,pluies,2023-07-01,2023-12-31,-0.5096262132341401,0.4691929332106157
Banwa,Boucle Du Mouhoun,,,2024-S1,seche,2024-01-01,2024-06-30,-0.4014029939405385,0.2218922482242224
Kossi,Boucle Du Mouhoun,-3.822956261825886,12.812686525228674,2024-S1,seche,2024-01-01,2024-06-30,-0.37373301378671037,0.20384152927393823
Bale,Boucle Du Mouhoun,-3.1562002940694236,11.724962044865523,2024-S1,seche,2024-01-01,2024-06-30,-0.37119670833077434,0.2069779687480595
Mouhoun,Boucle Du Mouhoun,-3.465560822558568,12.148429141055294,2024-S1,seche,2024-01-01,2024-06-30,-0.36661931346588383,0.20401580538887146
Nayala,Boucle Du Mouhoun,-3.0944590634145883,12.657096114822512,2024-S1,seche,2024-01-01,2024-06-30,-0.35155975930380406,0.1921230362980789
Sourou,Boucle Du Mouhoun,-3.0425338311313457,13.20277689536505,2024-S1,seche,2024-01-01,2024-06-30,-0.3518435119502623,0.19688352933955744
Comoe,Cascades,-4.514135440850249,10.486252031591674,2024-S1,seche,2024-01-01,2024-06-30,-0.4501190202769318,0.32214386400659745
Leraba,Cascades,-5.16214118260538,10.59270126662498,2024-S1,seche,2024-01-01,2024-06-30,-0.4746731371132166,0.3327017723813544
Kadiogo,Centre,-1.4189075947220224,12.312731953406667,2024-S1,seche,2024-01-01,2024-06-30,-0.3561158508011063,0.1868436783716255
Boulgou,Centre-est,-0.45761713244389585,11.503793323148528,2024-S1,seche,2024-01-01,2024-06-30,-0.3527507745935867,0.19167757715506856
Koulpelogo,Centre-est,0.15035667022296972,11.463301970345205,2024-S1,seche,2024-01-01,2024-06-30,-0.3598859369360295,0.1962065966282347
Kouritenga,Centre-est,-0.329596707027452,12.276621177276377,2024-S1,seche,2024-01-01,2024-06-30,-0.3364545023682554,0.1687884742722927
Bam,Centre-nord,-1.6136483749809556,13.351495353793153,2024-S1,seche,2024-01-01,2024-06-30,-0.3616555232491593,0.17232442080918633
Namentenga,Centre-nord,-0.49062813376172576,13.108749399980104,2024-S1,seche,2024-01-01,2024-06-30,-0.348018015740431,0.16759115086079032
Sanmatenga,Centre-nord,-1.0261364414418561,13.177157572778016,2024-S1,seche,2024-01-01,2024-06-30,-0.35606012474494336,0.17354400890393834
Boulkiemde,Centre-ouest,-2.116690600453765,12.33281653730948,2024-S1,seche,2024-01-01,2024-06-30,-0.35622686441452944,0.18777250602968895
Sanguie,Centre-ouest,-2.635215140603591,12.172899114173353,2024-S1,seche,2024-01-01,2024-06-30,-0.36232732901728054,0.19682210000302486
Sissili,Centre-ouest,,,2024-S1,seche,2024-01-01,2024-06-30,-0.38346243073671593,0.22702780930334532
Ziro,Centre-ouest,-1.789604030127707,11.649300172172008,2024-S1,seche,2024-01-01,2024-06-30,-0.3901824797773834,0.22648907992949724
Bazega,Centre-sud,-1.3940711729379671,11.929600821086295,2024-S1,seche,2024-01-01,2024-06-30,-0.3768694910587674,0.2148902121966408
Nahouri,Centre-sud,-1.118376246474603,11.237983342109658,2024-S1,seche,2024-01-01,2024-06-30,-0.38976534937007123,0.23923774973388257
Zoundweogo,Centre-sud,-0.9524086225312375,11.512264459231611,2024-S1,seche,2024-01-01,2024-06-30,-0.36036557604477093,0.2045370155428429
Gnagna,Est,0.0026416748949775752,12.824833131507228,2024-S1,seche,2024-01-01,2024-06-30,-0.34830909846805486,0.16294312823572082
Gourma,Est,0.7255385800830758,12.08832466971129,2024-S1,seche,2024-01-01,2024-06-30,-0.3720642287082516,0.20382022835108526
Komonjdjari,Est,0.7608477539361953,12.809542881354007,2024-S1,seche,2024-01-01,2024-06-30,-0.3752226240412192,0.1902816377182492
Kompienga,Est,0.9531615582011995,11.510423496811697,2024-S1,seche,2024-01-01,2024-06-30,-0.34716204040734405,0.19821136396529657
Tapoa,Est,1.5492337787755717,11.96131520670831,2024-S1,seche,2024-01-01,2024-06-30,-0.3775082075670207,0.20750480159547632
Houet,Hauts-bassins,-4.221145170181834,11.202386321354012,2024-S1,seche,2024-01-01,2024-06-30,-0.4322625916405314,0.26245931815936335
Kenedougou,Hauts-bassins,-4.965576301319494,11.296531382937543,2024-S1,seche,2024-01-01,2024-06-30,-0.4437455519897623,0.28410710511413567
Tuy,Hauts-bassins,-3.4868081489839233,11.445565134928092,2024-S1,seche,2024-01-01,2024-06-30,-0.37873436195788596,0.2306174939283779
Loroum,Nord,,,2024-S1,seche,2024-01-01,2024-06-30,-0.3432801277002398,0.1546142136679546
Passore,Nord,-2.036090048762283,12.936109131116737,2024-S1,seche,2024-01-01,2024-06-30,-0.36835083836657534,0.18849800294816813
Yatenga,Nord,-2.165094455721045,13.419502213575823,2024-S1,seche,2024-01-01,2024-06-30,-0.3438203515560259,0.15616265559570128
Zondoma,Nord,-2.3286174410994804,13.233872775120712,2024-S1,seche,2024-01-01,2024-06-30,-0.368278680073363,0.1885436909614685
Ganzourgou,Plateau Central,-0.7710693074914546,12.252526698630486,2024-S1,seche,2024-01-01,2024-06-30,-0.3372755398084677,0.17172687441959095
Kourweogo,Plateau Central,-1.8270570788510443,12.606700740090822,2024-S1,seche,2024-01-01,2024-06-30,-0.3681261526282947,0.19506333831954983
Oubritenga,Plateau Central,-1.2233872493372404,12.586743762609045,2024-S1,seche,2024-01-01,2024-06-30,-0.3493358880654437,0.17524832339619073
Oudalan,Sahel,-0.3802665417708192,14.517974872719556,2024-S1,seche,2024-01-01,2024-06-30,-0.3242986145346095,0.12874496486040093
Seno,Sahel,-0.09718325099593567,13.955369700855359,2024-S1,seche,2024-01-01,2024-06-30,-0.32319267851226113,0.13604024524723732
Soum,Sahel,-1.0646621306595794,14.203338215374734,2024-S1,seche,2024-01-01,2024-06-30,-0.32605735049893186,0.13708713931553973
Yagha,Sahel,,,2024-S1,seche,2024-01-01,2024-06-30,-0.3503213805485888,0.15511422712933376
Bougouriba,Sud-ouest,-3.428077245206912,10.918747017094596,2024-S1,seche,2024-01-01,2024-06-30,-0.4056690899800517,0.27890215143294184
Ioba,Sud-ouest,-3.1421447400791003,11.091737806560419,2024-S1,seche,2024-01-01,2024-06-30,-0.3787304557978543,0.228807412106889
Noumbiel,Sud-ouest,-3.033268067271032,9.997999928839187,2024-S1,seche,2024-01-01,2024-06-30,-0.42683928551992517,0.3133217191493642
Poni,Sud-ouest,-3.3218811418647745,10.264138935730738,2024-S1,seche,2024-01-01,2024-06-30,-0.41128483362709445,0.2984737202683041
Banwa,Boucle Du Mouhoun,,,2024-S2,pluies,2024-07-01,2024-12-31,-0.5016825501969073,0.3990928569905764
Kossi,Boucle Du Mouhoun,-3.822956261825886,12.812686525228674,2024-S2,pluies,2024-07-01,2024-12-31,-0.5095787193536891,0.3970156042785711
Bale,Boucle Du Mouhoun,-3.1562002940694236,11.724962044865523,2024-S2,pluies,2024-07-01,2024-12-31,-0.4805747600866647,0.35600827227988024
Mouhoun,Boucle Du Mouhoun,-3.465560822558568,12.148429141055294,2024-S2,pluies,2024-07-01,2024-12-31,-0.487264084786185,0.3669042467908183
Nayala,Boucle Du Mouhoun,-3.0944590634145883,12.657096114822512,2024-S2,pluies,2024-07-01,2024-12-31,-0.4645205397372423,0.3271066894777101
Sourou,Boucle Du Mouhoun,-3.0425338311313457,13.20277689536505,2024-S2,pluies,2024-07-01,2024-12-31,-0.4684680482898841,0.3440537125404877
Comoe,Cascades,-4.514135440850249,10.486252031591674,2024-S2,pluies,2024-07-01,2024-12-31,-0.5464112952937332,0.5187216650027999
Leraba,Cascades,-5.16214118260538,10.59270126662498,2024-S2,pluies,2024-07-01,2024-12-31,-0.5301597664674988,0.4575034084505034
Kadiogo,Centre,-1.4189075947220224,12.312731953406667,2024-S2,pluies,2024-07-01,2024-12-31,-0.41896024865497766,0.26616612159363884
Boulgou,Centre-est,-0.45761713244389585,11.503793323148528,2024-S2,pluies,2024-07-01,2024-12-31,-0.433259535150553,0.291792630308122
Koulpelogo,Centre-est,0.15035667022296972,11.463301970345205,2024-S2,pluies,2024-07-01,2024-12-31,-0.475707261327482,0.3518134923602524
Kouritenga,Centre-est,-0.329596707027452,12.276621177276377,2024-S2,pluies,2024-07-01,2024-12-31,-0.39859794478754196,0.24153708151164774
Bam,Centre-nord,-1.6136483749809556,13.351495353793153,2024-S2,pluies,2024-07-01,2024-12-31,-0.4572216885475326,0.29604418663446186
Namentenga,Centre-nord,-0.49062813376172576,13.108749399980104,2024-S2,pluies,2024-07-01,2024-12-31,-0.41154243461836076,0.2660470878949492
Sanmatenga,Centre-nord,-1.0261364414418561,13.177157572778016,2024-S2,pluies,2024-07-01,2024-12-31,-0.43614300882811247,0.2843807783630011
Boulkiemde,Centre-ouest,-2.116690600453765,12.33281653730948,2024-S2,pluies,2024-07-01,2024-12-31,-0.44779980714562395,0.30108934628951967
Sanguie,Centre-ouest,-2.635215140603591,12.172899114173353,2024-S2,pluies,2024-07-01,2024-12-31,-0.46954371845784737,0.32902874649034924
Sissili,Centre-ouest,,,2024-S2,pluies,2024-07-01,2024-12-31,-0.4906509705564335,0.3688149245402253
Ziro,Centre-ouest,-1.789604030127707,11.649300172172008,2024-S2,pluies,2024-07-01,2024-12-31,-0.4916653737844961,0.3718752399162594
Bazega,Centre-sud,-1.3940711729379671,11.929600821086295,2024-S2,pluies,2024-07-01,2024-12-31,-0.47498376705070394,0.3414211833755667
Nahouri,Centre-sud,-1.118376246474603,11.237983342109658,2024-S2,pluies,2024-07-01,2024-12-31,-0.48328445945703113,0.3628963166819534
Zoundweogo,Centre-sud,-0.9524086225312375,11.512264459231611,2024-S2,pluies,2024-07-01,2024-12-31,-0.4472279988413083,0.3163537835958944
Gnagna,Est,0.0026416748949775752,12.824833131507228,2024-S2,pluies,2024-07-01,2024-12-31,-0.41444719831951865,0.2680246889308708
Gourma,Est,0.7255385800830758,12.08832466971129,2024-S2,pluies,2024-07-01,2024-12-31,-0.47307934532052215,0.3402178616241372
Komonjdjari,Est,0.7608477539361953,12.809542881354007,2024-S2,pluies,2024-07-01,2024-12-31,-0.46202340470658704,0.3222043887892919
Kompienga,Est,0.9531615582011995,11.510423496811697,2024-S2,pluies,2024-07-01,2024-12-31,-0.4989637217822271,0.40147900445698925
Tapoa,Est,1.5492337787755717,11.96131520670831,2024-S2,pluies,2024-07-01,2024-12-31,-0.47751191304406443,0.3263285986040847
Houet,Hauts-bassins,-4.221145170181834,11.202386321354012,2024-S2,pluies,2024-07-01,2024-12-31,-0.514194934860892,0.4254673973869486
Kenedougou,Hauts-bassins,-4.965576301319494,11.296531382937543,2024-S2,pluies,2024-07-01,2024-12-31,-0.5312409571915048,0.4547218168378494
Tuy,Hauts-bassins,-3.4868081489839233,11.445565134928092,2024-S2,pluies,2024-07-01,2024-12-31,-0.48350038642778886,0.3726824666773151
Loroum,Nord,,,2024-S2,pluies,2024-07-01,2024-12-31,-0.44255422451274595,0.27791218361902353
Passore,Nord,-2.036090048762283,12.936109131116737,2024-S2,pluies,2024-07-01,2024-12-31,-0.4472495929630501,0.2964993978665969
Yatenga,Nord,-2.165094455721045,13.419502213575823,2024-S2,pluies,2024-07-01,2024-12-31,-0.43104694094423185,0.2670329390670245
Zondoma,Nord,-2.3286174410994804,13.233872775120712,2024-S2,pluies,2024-07-01,2024-12-31,-0.4557103639889155,0.30585984378784875
Ganzourgou,Plateau Central,-0.7710693074914546,12.252526698630486,2024-S2,pluies,2024-07-01,2024-12-31,-0.40992272632833904,0.25245637198354914
Kourweogo,Plateau Central,-1.8270570788510443,12.606700740090822,2024-S2,pluies,2024-07-01,2024-12-31,-0.4415401155485283,0.2948076683406232
Oubritenga,Plateau Central,-1.2233872493372404,12.586743762609045,2024-S2,pluies,2024-07-01,2024-12-31,-0.41190318131975895,0.257937922472258
Oudalan,Sahel,-0.3802665417708192,14.517974872719556,2024-S2,pluies,2024-07-01,2024-12-31,-0.3776653239201383,0.2175035578812655
Seno,Sahel,-0.09718325099593567,13.955369700855359,2024-S2,pluies,2024-07-01,2024-12-31,-0.3868825712035248,0.2352805633922045
Soum,Sahel,-1.0646621306595794,14.203338215374734,2024-S2,pluies,2024-07-01,2024-12-31,-0.39632642776632315,0.22853766505038403
Yagha,Sahel,,,2024-S2,pluies,2024-07-01,2024-12-31,-0.40980145528777934,0.24656911377929805
Bougouriba,Sud-ouest,-3.428077245206912,10.918747017094596,2024-S2,pluies,2024-07-01,2024-12-31,-0.5118596295969762,0.4173404434566553
Ioba,Sud-ouest,-3.1421447400791003,11.091737806560419,2024-S2,pluies,2024-07-01,2024-12-31,-0.47636482865021046,0.35283169533852243
Noumbiel,Sud-ouest,-3.033268067271032,9.997999928839187,2024-S2,pluies,2024-07-01,2024-12-31,-0.5236179265398366,0.43006923160576194
Poni,Sud-ouest,-3.3218811418647745,10.264138935730738,2024-S2,pluies,2024-07-01,2024-12-31,-0.5290572055444771,0.44242976165615905
